type,amount,oldbalanceOrg,newbalanceOrig
4,0.0519132799332084,0.0274260792617131,0.0
4,0.3176709517565015,0.0,0.0
4,0.0229924634342476,0.0121470484119099,0.0
4,0.0030212099043511,0.0015961222717889,0.0
3,0.0003532224609804,0.0,0.0
3,0.0004739091499331,1.5775771807201349e-06,0.0
1,0.0237848758338309,0.0125656843622274,0.0
4,0.3176709517565015,0.178789029659929,0.0131723508769223
0,0.015136186329607,0.0009279510369827,0.0107243177787494
1,0.010559066989131,0.0,0.0
4,0.0168257580423801,0.0088891430921422,0.0
3,0.0001627587121324,0.0,0.0
1,0.0045611875069035,0.0001159302730535,0.0
0,0.0130336280843576,0.0666412137231552,0.0883554079478104
3,0.0001363199118306,0.0123530167207974,0.0147577528331051
0,0.0052685533569535,0.0018691268699059,0.0055908271513221
4,0.0041804776138095,0.0022085699561975,0.0
4,0.0045825600908667,0.0024209924018551,0.0
3,5.366669524783987e-05,0.0020952406715638,0.0024837253147526
4,0.3176709517565015,0.5855864638730295,0.5020101406443607
4,0.0253858345052953,0.0134114798788043,0.0
3,0.0006714067689949,0.0,0.0
1,0.2711687263334565,0.1432599710765288,0.0
1,0.0016388603103894,0.0008658191666842,0.0
1,0.0037725474498723,0.0,0.0
1,0.1555373963615157,0.0821712857723452,0.0
4,0.019892403787619,0.0105092693755273,0.0
1,0.0013095800737009,1.144582592820353e-05,0.0
3,6.64678815907716e-05,0.0004388853282235,0.00048519976631
4,0.0502378121753515,0.0265409201735848,0.0
4,0.0112386811048355,0.0,0.0
1,0.0033864088778837,0.0017890589540268,0.0
1,0.0034537948285251,0.0001191742080882,0.0
1,0.0019026396558642,0.0010051752860799,0.0
1,0.0081899358000571,0.0043267893820174,0.0
1,0.0001071901208964,5.662914683026505e-05,0.0
4,0.0615756580798292,0.0325307682593418,0.0
4,0.1173930758896109,0.0620194256318836,0.0
4,0.0051191841577666,0.0027044939300088,0.0
4,0.1240269199104169,0.0655241229301192,0.0
4,0.1217333620054239,0.0643124233231093,0.0
1,0.0077606136742286,0.0072375407874545,0.0037703290872605
4,0.3176709517565015,0.6643452806978437,0.5966525417593403
1,0.0102161418320517,0.0004063603859231,0.0
3,0.0007487285139944,0.0,0.0
1,0.0004452682545937,0.0002352377360653,0.0
1,0.0099828598509584,0.0012747573808516,0.0
4,0.3176709517565015,0.5635021289153153,0.4754719755005818
4,0.3176709517565015,0.344660745087618,0.2124960337104995
1,0.3176709517565015,0.1678273596510781,0.0
3,4.894324586617244e-05,0.0021223447901475,0.0025192943086838
4,0.0038310786404044,0.0020239805033465,0.0
4,0.0016049937278936,0.0008479272596991,0.0
1,0.0020149458674387,1.7370131723886588e-05,0.0
1,0.0133507640782314,0.0070532841362577,0.0
3,0.0010052709975172,0.0001782662214213,0.0
1,0.0107900401377469,0.0,0.0
4,8.913846906287434e-05,4.7092357118092526e-05,0.0
4,0.0009584752072849,0.0005063678704024,0.0
3,0.0007941033620594,0.0,0.0
4,0.00088902534847,0.0004696771173807,0.0
1,0.0026678832472985,5.070064535059071e-05,0.0
1,0.0313421772398968,0.016558249417529,0.0
3,0.0001918611833647,0.0041998625568775,0.0049250612317289
3,0.0005534132943711,0.0016245299054749,0.0016008201144477
1,0.0107445807892087,0.0056764227715501,0.0
4,0.0222536027330276,0.011756704126573,0.0
1,0.0174207258739505,0.0009965085134002,0.0
1,0.0004821600175631,0.0002547278629963,0.0
4,0.0153333287925447,0.0081006842825438,0.0
3,0.0003619139382204,0.0,0.0
1,0.0005968093700777,0.000540135574301,0.0002701816898813
1,0.003115352643917,3.3061989851262395e-06,0.0
3,5.750288966125138e-05,0.0,0.0
3,2.1776343742908184e-05,0.0016988460420841,0.0020276339244613
0,0.0030258777613162,5.053281799093963e-05,0.0019817055560864
4,0.0285525246810419,0.0008591586022617,0.0
1,0.0367170306037399,0.0193978148344418,0.0
1,0.0019977258781568,0.0003775108627991,0.0
0,0.0017565990129098,0.0016577483104254,0.0031072512768027
1,0.0770404340294756,0.0407008968180715,0.0
1,0.109824224920752,0.0580207588772671,0.0
4,0.0197454609591617,0.010431638648565,0.0
1,0.0178332460654696,0.0094214047102104,0.0
3,0.0001350355681726,0.0,0.0
4,0.0087385560751081,0.0046166285747537,0.0
0,0.0037234609344069,0.0003423510309522,0.002775237228268
1,0.0422757214180484,0.022334502615694,0.0
4,0.001625943174149,0.0008589949705861,0.0
4,0.0072220632506772,0.0,0.0
1,0.0004214518279986,0.0002226553832575,0.0
1,0.0022577474939433,0.001797917721206,0.0007271771835001
3,2.893918836311378e-05,0.0098460970464556,0.0118134238800459
4,0.0118593831425368,0.0062653791569462,0.0
1,0.009432931406928,0.0049834709879546,0.0
1,0.004133584298595,0.0,0.0
1,0.0160608149676661,0.0084850193414411,0.0
1,0.0004067693942794,0.0002148985705218,0.0
3,0.0001627657008933,0.0017588642946152,0.00201024904399
1,0.0030338897403905,0.0009356878782626,0.0
4,0.0094080466529221,0.0049703242317363,0.0
3,3.797692694058625e-05,0.0057331685583953,0.0068652883502734
4,0.0323452928400064,0.0,0.0
4,0.0017491744074254,0.0009240987277693,0.0
1,0.0004153398388868,0.0002194263848578,0.0
3,0.0001262761093489,0.0062521696332954,0.0074329012792936
1,0.002628727125785,0.0013887714011126,0.0
1,0.0208842487400313,0.0110332666709243,0.0
1,0.0070905319107734,0.0003379203886574,0.0
1,0.0035668374013657,0.0,0.0
1,0.0061490825958188,0.0013525503968706,0.0
4,0.0102085269416672,0.0119123116405132,0.0078338181657509
4,0.0032759635827446,0.0017307100802422,0.0
4,0.0040373223761099,0.0021329402348443,0.0
1,0.0071448371246343,0.0037746578437033,0.0
1,0.006178857258785,0.0,0.0
3,0.0007850440218573,0.0,0.0
1,0.0747328595290783,0.0394817921644717,0.0
1,0.0016015905189874,0.0003601910792831,0.0
4,0.0129572272674473,0.0010959630067294,0.0
1,0.0064014486593389,0.0033819215150092,0.0
1,0.0027829976700865,9.163373836948866e-06,0.0
1,0.0075886113727419,0.0008943687823165,0.0
1,0.0038146477457667,0.0,0.0
4,0.0245362486408277,0.0129626388637789,0.0
1,0.0450511048330923,0.0238007533634905,0.0
4,0.0034548393306144,0.0018252111490513,0.0
4,0.0251065655242128,0.013263940497352,0.0
4,0.005986247324987,0.0031625683028802,0.0
1,0.0085816342490433,0.00258094983313,0.0
1,0.0099861309087486,0.001178869722397,0.0
1,0.0113670293818027,0.006005265881806,0.0
1,0.0067517701491879,0.0001750942843239,0.0
1,0.0139412787984001,0.0073652564011848,0.0
1,0.0004819843455268,0.0,0.0
1,0.058207465407332,0.0307513330295994,0.0
3,0.0001766237784928,0.0,0.0
3,0.0007730582968475,0.0025876280194253,0.0026187075583901
3,0.000359183874061,0.0033603412661411,0.0038100055700327
4,0.3176709517565015,0.3120592849234986,0.1733197155003143
3,0.0005013692623449,0.0025589644490157,0.0027567455623713
1,0.0094794133382599,0.0009827634526447,0.0
1,0.0056337205633909,0.0029763264218461,0.0
1,0.0144495615336681,0.0,0.0
0,0.0031554452593963,0.049422729291003,0.0613932330655476
4,0.0081131064450328,0.0,0.0
4,0.0005999921153434,0.0003169792263749,0.0
1,0.0022847434890945,0.0012070429012616,0.0
0,0.0002997775000569,0.0113970312981764,0.0138858273556347
1,0.0037947339068139,0.0020047793751289,0.0
1,0.0046964943660689,0.0,0.0
4,0.0302248398723737,0.0159679537698029,0.0
1,0.0179851448784453,0.0095016537118106,0.0
1,0.0046023023875055,0.0024314223687753,0.0
3,0.0001546453960245,0.0003417804179294,0.0003125317612804
1,0.0215025853998258,0.0113599374238369,0.0
0,0.0058727291987315,0.0008730882731128,0.00477747538839
1,0.0018470621698415,0.0023749920973662,0.0016813562997609
1,0.0041576475555196,0.0,0.0
4,0.0134263268791709,0.0070932043911611,0.0
3,0.0004268245968057,0.0014778514783777,0.0015049252646196
4,0.0031704898380005,0.0016749877046361,0.0
0,0.0021972445198136,0.0008156577506402,0.0023750774249899
3,0.0009312587484932,0.0,0.0
1,0.0405105529135439,0.021401954116021,0.0
4,0.0607692192370421,0.0321047220597863,0.0
3,6.034191495709923e-05,0.0,0.0
4,0.1044622000629536,0.0551879708326192,0.0
0,0.0098111733143978,0.0651748785581967,0.0845475727904504
4,0.0102475896679209,0.0054138595526137,0.0
3,0.0009280213638238,0.0002174371271639,0.0
1,0.00226234578097,0.0001594863398764,0.0
1,0.0098704402308541,0.0052146093729331,0.0
1,0.0028202528486247,0.0016149162508321,0.0001501620235546
1,0.2079480085946142,0.1098601084995791,0.0
1,0.0077611044758491,0.0041002353691952,0.0
1,0.033813712519308,0.017863975477575,0.0
2,0.00013517153134,2.201894958622145e-05,0.0
1,0.0084797390675707,0.0,0.0
3,0.0007438150973835,0.0001150629412588,0.0
4,0.0023784487957598,0.0,0.0
1,0.0015367338644639,0.0008118651879668,0.0
4,0.0830047258443029,0.0438518659008168,0.0
4,0.0046073533556384,0.0024340908237937,0.0
3,0.0003494777558011,0.0002156078089437,3.722392855238488e-05
4,0.1222010584645536,0.0645595100064207,0.0
4,0.0063495704515495,0.0033545139645593,0.0
4,0.0002030578137303,0.0001072765909078,0.0
4,0.0032403930132636,0.0,0.0
1,0.0008506268721764,0.0004493909852829,0.0
1,0.0381739388407627,0.020167507692166,0.0
0,0.0011266651396795,0.0343807218603718,0.0420296747657967
3,0.0001449402307774,0.0,0.0
1,0.3176709517565015,0.1678273596510781,0.0
1,0.0030420030564983,0.0,0.0
3,0.0003605225394517,0.0,0.0
4,0.3176709517565015,0.2763934796004905,0.1304610542157354
1,0.0132509801379042,0.0070005677164904,0.0
1,0.0042062486697707,1.258705197383086e-06,0.0
1,0.0027809363032806,0.0014691843700432,0.0
1,0.0045162805881503,8.495420945537576e-05,0.0
0,0.005931534221624,2.6684550184521424e-06,0.0037688471886989
0,0.0042495472204951,0.0497988231874046,0.0625397671729272
1,0.0017707102742578,0.0009354762479621,0.0
4,0.0114957899956654,0.0060732908420113,0.0
1,0.0519147088171494,0.0274268341491769,0.0
1,0.3176709517565015,0.1678273596510781,0.0
1,0.0009704358362895,0.0005126867383206,0.0
4,0.0086854078188536,0.00458855005052,0.0
1,0.0068183914658484,0.001184659766305,0.0
1,0.0162940626402966,0.0086082454054734,0.0
1,0.0113739806575691,0.0,0.0
1,0.0114825593181956,0.0060663010003092,0.0
0,0.0034719783138036,0.0006765792176973,0.0030172164605217
4,0.0059795555863882,0.0,0.0
3,0.000532356157663,0.0014965836969525,0.0014604384600604
4,0.0076376727922022,0.004035025712948,0.0
4,0.0579036271194988,0.030590813544497,0.0
3,0.0001803319515126,0.0099051695918151,0.0117882981568297
1,0.0367885478651089,0.01943559780792,0.0
4,0.0117805397536785,0.0,0.0
0,0.0029884799485207,0.0186220145712724,0.0242748252500817
1,0.015912316504558,0.0084065667638986,0.0
1,0.1023661604256343,0.0540806212430195,0.0
1,0.0103577512829,0.0054720585565661,0.0
1,0.0228381188726143,0.0002506837271108,0.0
1,0.0670275374370157,0.0354110269439765,0.0
3,8.141271151615621e-06,0.0024719632492547,0.0029653248016504
3,0.0006746009504148,0.0,0.0
1,0.0009608104064513,0.0005076015693232,0.0
3,0.000268241987005,0.0,0.0
4,0.0056234912410734,0.002970922213038,0.0
3,0.0005084190161063,0.0,0.0
1,0.3176709517565015,0.1678273596510781,0.0
3,0.0004212742499366,0.0,0.0
1,0.0083196373552788,0.0,0.0
1,0.0161481061801445,0.0,0.0
1,0.0014810849024771,0.0037291407141829,0.0035409421609794
1,0.0416514554299393,0.0220046993651134,0.0
0,0.0006387044505373,0.0008057223709488,0.0013736975807971
4,0.0012218091780854,0.0,0.0
1,0.0068750982721045,0.0036321532830405,0.0
1,0.0033886996031168,0.0017902691571172,0.0
4,0.0031416726352829,0.0016597634135327,0.0
1,0.0164644175002275,0.0015442802325653,0.0
1,0.010714651102818,0.0056606107490332,0.0
4,0.0001674306988199,8.845458469561829e-05,0.0
4,0.0041847226507378,0.0,0.0
1,0.0030055839879052,0.001587867011795,0.0
3,0.00045491306236,0.0,0.0
0,0.0209674893302038,0.0026128873796716,0.0164510702000664
1,0.00311477289443,0.0016455521283722,0.0
4,0.0342178293611403,0.0180774726896438,0.0
3,0.0002193012825065,0.0,0.0
4,0.0095803021381573,0.0050613277783703,0.0
1,0.0109731669582932,0.0057971861369068,0.0
0,0.0049222246732971,0.0362458136570697,0.046680521438083
3,0.0004023585331143,0.0,0.0
1,0.0048794223245993,0.0,0.0
4,0.0776666092200047,0.0,0.0
4,0.0113480577548929,0.0059952430640603,0.0
1,0.0113480577548929,0.0059952430640603,0.0
4,0.141011969286491,0.0744974205343481,0.0
1,0.0341978586590872,0.018066922054852,0.0
1,0.0011879035220625,0.0006275761460896,0.0
4,0.0146527397446892,0.0077411252410971,0.0
4,0.0012223679612895,0.0003475704618373,0.0
1,0.1160539139792114,0.0613119388241508,0.0
4,0.0323643454730089,0.0170982666735415,0.0
4,0.0047541478317613,0.0025116431753791,0.0
1,0.0021130264561225,0.0011163238220023,0.0
1,0.07257117033054,0.0383397595405539,0.0
1,0.0310797495843217,0.0164196074035486,0.0
1,0.0051005562508266,3.601575138112137e-05,0.0
3,3.461374457434017e-05,0.0,0.0
4,0.0004569868183331,0.0002414287195354,0.0
1,0.00511529014724,0.0027024367022342,0.0
4,0.0123319272603903,0.0065907091370826,9.09453731680001e-05
1,0.0025619349021525,0.0,0.0
3,0.0009161268103772,0.0,0.0
4,0.0027835122970284,0.0014705452821026,0.0
4,0.0068673836330411,0.0036280775956114,0.0
1,0.0006853607832218,0.000362079976216,0.0
1,0.0026041708435433,0.0,0.0
0,0.0003346866786163,0.1157915157421584,0.1393560987031218
1,0.0010429397836346,0.0005509909835779,0.0
3,0.0002081926469945,0.0001889736069671,9.49133037884426e-05
1,0.0097472061385392,0.0051495041053036,0.0
4,0.037988438382865,0.0200695067515987,0.0
1,0.0069363585737831,0.0036645174467303,0.0
0,0.0092977849715931,0.2931927314560616,0.3582247112729335
3,0.0002181335240878,9.21372204484419e-06,0.0
1,0.0016185614542431,0.0002011746560137,0.0
1,0.0002040981860973,0.0007027770685388,0.0007149367981849
3,0.0001254943211366,0.0,0.0
1,0.0012774406681698,0.0001675924013475,0.0
4,0.0314694454356281,0.0166254859247987,0.0
1,0.0085261609590928,0.0004490053180104,0.0
0,0.0054687244947452,0.0044896336117058,0.0088669001117927
3,0.0007363688902744,5.655782020241334e-06,0.0
3,0.0003506197828726,0.0,0.0
4,0.0023120987700922,0.0012214948508559,0.0
4,0.0102049201056809,0.0053913169816654,0.0
4,0.003475379934355,0.0018360628661264,0.0
3,0.0005545712049903,0.0,0.0
1,0.0050066555765259,0.0009637653955322,0.0
1,0.0006113545699458,0.0003229820753749,0.0
1,0.0089950248589702,0.0037210307926825,0.0
0,0.0052074477610284,9.282531262301132e-05,0.0034174992847747
0,0.008859499124519,0.1236256426824335,0.1541821491512884
1,0.0210157845273284,0.0111027577709435,0.0
1,0.0561264554180823,0.0296519236880396,0.0
1,0.107079941491885,0.0565709384279804,0.0
4,0.0211248914747478,0.0111603995880619,0.0
1,0.0091109217053124,0.0001821487395595,0.0
1,0.0102120629370312,0.000171217472316,0.0
4,0.0029696906647371,0.0015689043662554,0.0
1,0.0148860541282196,0.0078643865488749,0.0
0,0.0064393204371945,0.0008314838706553,0.0050871814990517
4,0.0202337977707108,0.0106896297467424,0.0
4,0.0125105097979717,0.0,0.0
1,0.0108333799856951,0.0008376095692825,0.0
1,0.0066155963659951,0.0034950569590425,0.0
1,0.0366128129299391,0.0193427560482158,0.0
1,0.0448319874820668,0.0236849924282429,0.0
4,0.0677155082047772,0.0357744857897794,0.0
1,0.0006385665813442,0.0,0.0
1,0.0274783543484691,0.0145169699412591,0.0
4,0.155411816904564,0.0821049414353195,0.0
0,6.715405084656565e-05,0.0133192607586044,0.0160480385628856
4,0.0014950077849507,0.0007898210642766,0.0
1,0.001628570948262,0.0,0.0
1,0.038142837266231,0.0201510765545194,0.0
1,0.0099091535190609,0.0,0.0
4,0.0738982531206698,0.0390408648807633,0.0
1,0.0002990906954592,0.0008443562291405,0.0008247626641994
3,0.000695183486721,0.0001859023662854,0.0
3,0.0001753041733592,0.000264059567675,0.0002060214113727
4,0.0271311739889911,0.0143335525946879,0.0
1,0.0003773873726095,0.0,0.0
1,0.0011508027316068,6.931269953589528e-06,0.0
1,0.0249777909328283,0.0131959081527429,0.0
3,0.0013861438558095,7.518665712368301e-06,0.0
1,0.0034486377582942,0.0018219348233362,0.0
0,0.0023856221235214,0.000888830479448,0.0025825988855598
1,0.0559274456852901,0.0295467857211758,0.0
4,0.1352432493694159,0.0714497731907805,0.0
1,0.0010883934140957,0.0,0.0
4,0.0114580195548434,0.0060533365046035,0.0
1,0.0022260048594309,0.0011760109511527,0.0
1,0.0082507942479817,0.0005138202443077,0.0
1,0.0785362159785358,0.0414911268776237,0.0
4,0.0148219131863505,0.0078305005266878,0.0
0,0.0065805394704431,0.0832871953964239,0.1042616967017304
1,0.000690659852368,0.0003648795044023,0.0
4,0.0076100001579237,0.0040204061038215,0.0
4,0.0058231058193577,0.0030763797231946,0.0
4,0.0110166837489614,0.0058201763034233,0.0
0,0.0061756757842032,0.1146779570437337,0.1417261221844599
4,0.0001438938226623,7.601991996435061e-05,0.0
1,0.0740738117484614,0.039133613496283,0.0
3,5.952835964965083e-06,0.0,0.0
0,0.0060279892880478,0.0011678602476039,0.0052302621529558
4,0.003738460403736,0.0019750497653308,0.0
1,0.0435940241007427,0.02303096937551,0.0
4,0.0151113924294933,0.0079834340473066,0.0
2,1.088023009766018e-06,0.0008386668816483,0.0010071132266378
1,0.1490121364017426,0.078723954047394,0.0
1,0.0146904082131356,0.0077610257059225,0.0
1,1.4593168181790167e-05,7.709653247651227e-06,0.0
3,0.000724446381784,0.0,0.0
1,0.0049671944908987,0.0,0.0
3,4.86579773514951e-05,0.0003840057816176,0.0004305590928371
1,0.2126829509936453,0.1123616053362757,0.0
0,0.0029153003150612,0.4296184928472173,0.5181120377899977
4,0.0063515136447613,0.0033555405645183,0.0
4,0.0050098411808301,0.0026467274171622,0.0
1,0.0370146345991449,0.019555040707611,0.0
1,0.2420827098210989,0.1278936641257494,0.0
1,0.0356947473737433,0.0188577368249251,0.0
1,0.0001833596733538,9.686995199060233e-05,0.0
0,0.0019629304257981,0.1462934628536193,0.1770431794447281
1,0.0140755703812038,0.0,0.0
3,0.0003195321858628,0.0,0.0
4,0.0097158428031433,0.0051329346779126,0.0
1,0.0042429387116857,0.0,0.0
1,0.0034635282664869,0.0018298015629925,0.0
1,0.0304148436336835,0.0160683338310206,0.0
1,0.0322452439621054,0.0170353446720338,0.0
3,9.3445451826789e-05,8.878067325542035e-06,0.0
1,0.0111770326092538,0.0059048895127903,0.0
1,0.0037850420837468,0.0,0.0
1,0.0025236307741316,0.0013332484044098,0.0
4,0.0037277209018699,0.0019693760257831,0.0
4,0.0136828055108325,0.0072287035021773,0.0
1,0.0060199585663874,0.0,0.0
1,0.0051595696658634,0.0002399427760931,0.0
3,0.0002014313384573,0.0,0.0
1,0.0059571893276879,0.0016832412863564,0.0
0,0.0024390105390155,2.6399243673114597e-05,0.0015801316166196
4,0.1348026578665739,0.0712170062091039,0.0
3,4.83082216336112e-05,4.497773238648894e-06,0.0
3,0.0001389073417326,0.000191893803025,0.0001424082736911
1,0.0080845367079866,0.0,0.0
0,0.0007694800512469,0.1824635207509888,0.2197501248096695
4,0.00505833841668,0.0026723487810234,0.0
1,0.0056277159470608,0.0,0.0
0,0.0165006770980029,0.2806486093851748,0.347723532568337
1,0.0245780782810712,0.0129847376991883,0.0
1,0.0171043208409368,0.009036309393374,0.0
4,0.0144790782478215,0.0076493788905693,0.0
1,0.0002662333535771,0.000140652585749,0.0
3,8.75809283864122e-05,0.0,0.0
3,6.449355662560495e-06,0.0,0.0
1,0.0455680018515591,0.0240738329804374,0.0
3,7.535822084662906e-05,1.3963236322969704e-05,0.0
3,0.0005024490259099,0.0,0.0
4,0.0034384938894628,0.0018165757600878,0.0
1,0.0045647365267765,5.445997820677486e-05,0.0
1,0.0014973518789037,0.0152727428621191,0.0174022584949243
1,0.0006450060892073,0.0005275149568552,0.000224418088943
3,0.0001532835406544,0.0087810488463381,0.0104546434999705
1,0.0043154105742647,0.0022798558020008,0.0
3,0.0018064231603252,0.0061651241271115,0.0062616581066222
1,0.0026066324757484,0.0003627588378858,0.0
3,0.000271574037618,0.0027195888262179,0.0030956495921876
1,0.0233923530287249,0.0123583123453038,0.0
1,0.0153998214524697,0.0081358127306745,0.0
0,0.0058893888164545,0.0029132983534471,0.0072397186191904
3,0.0001153278976675,1.7118390684409972e-06,0.0
1,0.0039757653697623,0.0021004193204006,0.0
4,0.0020153245312132,0.00106470734275,0.0
1,0.0090131349622589,0.0,0.0
1,0.0112821337259715,0.0059604150269035,0.0
3,0.0005844344981521,0.0,0.0
1,0.0215399568459323,0.011379680970081,0.0
3,0.0003820739721608,0.0005055463554769,0.0003649417216356
1,0.0132415704066422,0.0069955965022701,0.0
3,6.627314929734487e-05,0.0034146955131113,0.0040612765160082
3,0.0001793188988475,0.0,0.0
4,0.2837294208353738,0.1498958569892465,0.0
3,0.0004296235955616,0.0041366591088876,0.0046981675977608
1,0.0371742734648602,0.0196393788228291,0.0
1,0.0081820972693225,0.0,0.0
4,0.0046752046942241,0.0024699370695416,0.0
4,0.0036160449494637,0.0019103769888072,0.0
0,0.0003856036141058,0.0969674422325141,0.1167680287602032
4,0.0561360360563163,0.0296569851933793,0.0
1,0.0070112793617292,0.0,0.0
4,0.1505214641578566,0.079521340433389,0.0
4,0.0115310908625083,0.0060919404895252,0.0
1,9.212266998367493e-05,0.0,0.0
1,0.0079216217017459,0.0041850375270627,0.0
4,0.0142149704305826,0.0075098492376837,0.0
4,0.0027859221488684,0.0014718184204529,0.0
4,0.0135430553880648,0.0071548727222923,0.0
4,0.0209899871046782,0.0110891288467209,0.0
4,0.2324161705026811,0.2906141364086148,0.3492233730332244
3,0.0001568198536893,0.0,0.0
1,0.0045758988486793,0.0003500039585523,0.0
1,0.0032520331122779,0.0017180674774123,0.0
4,0.0223744638233329,0.0118205557238258,0.0
1,0.0196215298967786,0.0103661651677085,0.0
1,0.0002069829560102,0.0001093502657636,0.0
1,0.0035985142779911,0.0003586806330462,0.0
4,0.0040382610937724,0.0021334361646921,0.0
3,0.0002424652129667,0.0,0.0
1,0.0002807636229104,0.0001483290091794,0.0
1,0.0036497091755633,0.0019281619897642,0.0
1,0.1484286085364868,0.0784156729774151,0.0
1,0.0139429475239097,0.0,0.0
4,0.0451532271492954,0.0,0.0
4,0.001457795809662,0.0007701617673671,0.0
4,1.567007270824471e-05,8.278587996868383e-06,0.0
3,0.0003834405925953,0.0045425069500544,0.0052151836132507
1,0.0913624995973401,0.048267325022205,0.0
1,0.0004534400221567,0.0,0.0
0,0.0053356835824787,0.0002752033043558,0.0037180687688124
1,0.0268224997962593,0.0141704782736895,0.0
4,0.0006896042317953,0.0003643218140862,0.0
3,0.0005216671654783,0.0001517830640684,0.0
4,0.0743818413868321,0.0392963472955686,0.0
1,0.0008957215344621,0.0034572100433402,0.0035857887514713
3,0.0009920406377185,0.0001782539700241,0.0
1,0.2438798204574735,0.1288430878342627,0.0
3,0.0007243186780614,0.0,0.0
4,0.0277072546941249,0.0146378992878745,0.0
1,0.3176709517565015,0.1678273596510781,0.0
1,0.0102049201056809,0.0053913169816654,0.0
3,3.1862078790225355e-05,0.0002033731944251,0.0002241605515909
1,0.0144663085109028,0.007642632566366,0.0
0,0.011076330917547,0.100554622817989,0.1278656686107282
4,0.0078050113664461,0.0041234316277094,0.0
4,0.0031503101084611,0.0016643266394416,0.0
0,0.001671437148821,0.0339560312024002,0.0418651842271354
0,0.0018259793017863,0.0353712887817583,0.0436639735259733
4,0.0505923478880464,0.0267282233948413,0.0
4,0.025750380665022,0.0136040716758181,0.0
1,0.0040945720820226,0.0021631855781186,0.0
4,0.0170469987060471,0.0090060257854617,0.0108223045901696
3,0.0004895544443071,5.401355743010299e-06,0.0
4,0.0026739733171146,0.0014126752197751,0.0
0,0.0027941860410074,0.0015259367021554,0.0036075699175638
1,0.0004571342176547,0.0001818745096538,0.0
4,0.0176694304620807,0.0093348600008676,0.0
1,0.1142316593693344,0.0603492314122938,0.0
3,9.833917283859792e-05,0.0,0.0
0,0.0026862992677137,0.0360327705858362,0.0450050336421658
